Customer_ID,Age,Location,Income_Level,App_Usage_Frequency,Total_Spent,LTV,Customer_Satisfaction_Score,Loyalty_Points_Earned,Referral_Count,Support_Tickets_Raised,Preferred_Payment_Method,Churn_Risk
cust_4060,42,Rural,Middle,Weekly,2597070.0105620027,273243.30437279295,10,1506,8,3,Debit Card,Low Risk
cust_4061,57,Urban,Middle,Monthly,7419671.547877159,759466.5871975458,10,3475,12,16,Wallet Balance,Medium Risk
cust_4062,66,Suburban,Low,Weekly,3289976.7654912104,340280.3668693695,2,3257,47,19,Credit Card,High Risk
cust_4063,65,Rural,High,Monthly,3291808.1174766584,340598.68883194594,2,4374,15,10,Wallet Balance,Medium Risk
cust_4064,21,Urban,High,Weekly,7594826.86428066,766808.4768083461,5,375,33,4,Debit Card,Medium Risk
cust_4065,30,Rural,High,Daily,801254.9474420769,95140.2384418454,6,3474,40,11,Wallet Balance,Medium Risk
cust_4066,68,Suburban,Low,Daily,8269428.099977095,832271.2132710286,4,235,29,13,Debit Card,Medium Risk
cust_4067,45,Urban,Low,Weekly,226567.94640825057,37179.356032304175,6,4753,12,12,UPI,Medium Risk
cust_4068,57,Rural,Middle,Daily,131743.90246551417,24706.30071650316,4,4163,7,10,Credit Card,Medium Risk
cust_4069,52,Rural,High,Monthly,2133940.0741595975,222652.4078359607,5,1980,10,11,Debit Card,Medium Risk
cust_4070,52,Suburban,Low,Monthly,577286.33751292,71550.23742140306,7,1199,48,6,Debit Card,Medium Risk
cust_4071,57,Suburban,High,Monthly,1129424.7237200064,121915.20073646746,6,616,30,0,Credit Card,Medium Risk
cust_4072,52,Urban,Low,Weekly,4394082.038401189,449255.31076139834,2,1953,42,8,UPI,High Risk
cust_4073,50,Rural,Middle,Weekly,7861860.947361205,795543.2847886663,9,817,10,20,UPI,Low Risk
cust_4074,38,Rural,High,Monthly,3085.536615045998,14006.353066647165,10,52,47,18,Wallet Balance,Medium Risk
cust_4075,21,Suburban,Low,Weekly,4810268.467098829,490502.3863456065,5,3029,6,3,UPI,Medium Risk
cust_4076,19,Suburban,High,Monthly,86529.29774057897,25501.753814960488,9,4811,0,3,Debit Card,Medium Risk
cust_4077,33,Urban,Low,Daily,2044086.77171688,218439.63326460836,5,4487,22,10,Debit Card,Medium Risk
cust_4078,24,Rural,Low,Daily,303943.77492913674,40490.482269777254,3,3103,31,5,Wallet Balance,Medium Risk
cust_4079,64,Rural,Low,Daily,318047.72679302853,40451.53893327189,7,190,14,18,Credit Card,Low Risk
cust_4080,44,Urban,High,Monthly,2838852.1579547734,295208.0711758919,8,1718,17,18,Debit Card,Medium Risk
cust_4081,28,Urban,Low,Weekly,4284370.513958891,437230.68215484597,5,830,27,20,UPI,Medium Risk
cust_4082,62,Suburban,Middle,Monthly,1114289.1383913236,126199.67157510263,9,3472,13,10,UPI,Medium Risk
cust_4083,67,Suburban,High,Monthly,267252.8619715814,33175.278761843234,3,2098,12,17,Debit Card,Medium Risk
cust_4084,32,Urban,Middle,Monthly,3305755.218926443,348586.1093856362,8,3360,33,16,Debit Card,Medium Risk
cust_4085,60,Urban,Middle,Daily,1517148.8998850307,158466.34918399755,2,2585,19,13,UPI,Medium Risk
cust_4086,47,Rural,High,Daily,3217440.225418808,337963.2577863779,10,2325,23,17,Wallet Balance,Low Risk
cust_4087,63,Urban,Low,Daily,2570719.788229693,260630.3448238782,1,450,27,13,Debit Card,Medium Risk
cust_4088,37,Urban,Middle,Monthly,2853771.580544088,300704.44410708913,7,4429,10,12,Debit Card,Medium Risk
cust_4089,19,Rural,High,Weekly,6201732.071232997,634410.4326381892,10,764,50,8,Credit Card,Low Risk
cust_4090,20,Urban,Low,Weekly,9451570.012761695,955644.6847180343,5,2553,27,18,Wallet Balance,Medium Risk
cust_4091,52,Suburban,High,Weekly,3484391.76314726,357092.49690789916,7,481,21,10,Credit Card,Low Risk
cust_4092,56,Suburban,High,Weekly,1932826.8816312305,203204.87692359445,3,2407,29,18,Debit Card,High Risk
cust_4093,64,Rural,High,Weekly,7290184.671536236,744316.4922993596,3,4648,37,16,UPI,High Risk
cust_4094,28,Urban,Low,Weekly,4839036.406928962,485742.64794595004,1,75,16,15,UPI,High Risk
cust_4095,49,Suburban,Middle,Monthly,1538376.1577049338,168022.33156164584,3,4768,21,17,Debit Card,Medium Risk
cust_4096,60,Suburban,Middle,Daily,5166409.056960984,520636.3231502982,1,2335,0,14,Debit Card,Medium Risk
cust_4097,37,Suburban,High,Weekly,1182215.71906295,125722.06677827929,4,1460,19,13,Credit Card,High Risk
cust_4098,68,Suburban,High,Daily,2225484.743747502,237510.8126240757,10,3248,4,14,UPI,Low Risk
cust_4099,38,Urban,Low,Monthly,2923223.813813879,304283.10308916436,5,1998,32,17,UPI,Medium Risk
cust_4100,66,Urban,High,Weekly,5023865.272695254,520966.762708675,10,2590,44,11,Credit Card,Low Risk
cust_4101,18,Urban,High,Daily,13514756.062611453,1363641.949090643,9,1883,0,9,Wallet Balance,Low Risk
cust_4102,57,Urban,High,Monthly,2137947.0811548755,218152.74259983905,1,198,43,7,UPI,Medium Risk
cust_4103,49,Suburban,Middle,Monthly,14298881.24185228,1442451.5142260315,8,2467,8,17,Credit Card,Medium Risk
cust_4104,47,Rural,High,Weekly,1011113.2494280777,109281.4113148352,4,1097,31,13,Wallet Balance,High Risk
cust_4105,60,Rural,Middle,Daily,2568474.6497143717,269546.3308915773,4,3494,25,17,UPI,Medium Risk
cust_4106,66,Suburban,Low,Weekly,140420.56008798443,26036.942072613125,1,4206,44,0,Debit Card,High Risk
cust_4107,64,Suburban,Low,Weekly,13929793.649473676,1411805.4456867133,8,3965,41,15,Credit Card,Low Risk
cust_4108,36,Rural,Middle,Weekly,456753.51810211176,59151.742360678196,5,2141,47,4,Wallet Balance,Medium Risk
cust_4109,61,Rural,Middle,Weekly,12824258.154645171,1285149.1967822677,3,296,5,20,Credit Card,High Risk
cust_4110,59,Suburban,Middle,Monthly,1967037.4167176574,207728.06128166727,5,2308,29,7,Wallet Balance,Medium Risk
cust_4111,36,Suburban,Middle,Monthly,13411336.467122816,1357524.1975191184,7,2772,39,19,Wallet Balance,Medium Risk
cust_4112,59,Urban,High,Monthly,11592625.901373776,1177643.1434852562,9,3845,22,1,UPI,Medium Risk
cust_4113,26,Urban,Middle,Daily,6681420.905975884,680970.0808222702,9,317,38,18,Wallet Balance,Low Risk
cust_4114,54,Rural,Middle,Weekly,9723768.203792108,981698.632473803,7,271,24,2,Credit Card,Low Risk
cust_4115,19,Suburban,Middle,Monthly,8500139.364601698,863550.8217842698,9,1367,24,7,Credit Card,Medium Risk
cust_4116,66,Rural,High,Monthly,2609816.307859459,275402.52785702865,9,2450,12,2,UPI,Medium Risk
cust_4117,16,Urban,High,Monthly,3521569.274660976,363522.10940046055,3,3311,24,17,Debit Card,Medium Risk
cust_4118,43,Urban,High,Monthly,10341265.675472766,1041832.3954539676,5,1658,16,7,Wallet Balance,Medium Risk
cust_4119,39,Rural,Low,Monthly,4993739.580980928,505758.8384174804,2,442,43,17,Wallet Balance,Medium Risk
cust_4120,50,Urban,High,Daily,9044895.250282183,917431.1182423028,10,608,26,4,UPI,Low Risk
cust_4121,28,Suburban,Middle,Daily,15800308.96589588,1587549.4534331302,5,1092,10,9,UPI,Medium Risk
cust_4122,62,Rural,High,Daily,1668282.0645645692,179477.2705576005,7,3784,5,10,UPI,Low Risk
cust_4123,49,Suburban,High,Weekly,362561.016318526,47031.374631265,5,2857,14,3,Wallet Balance,Medium Risk
cust_4124,26,Suburban,Middle,Daily,6079182.191828829,621879.8538973641,8,1944,36,9,Credit Card,Low Risk
cust_4125,51,Urban,High,Daily,587864.2655016839,75789.70839501065,10,2871,31,4,Debit Card,Low Risk
cust_4126,66,Suburban,Low,Weekly,3320774.3421804113,339827.1490460677,2,942,47,11,Credit Card,High Risk
cust_4127,32,Rural,High,Daily,3539652.86758353,362757.33568394097,6,1457,23,9,UPI,Medium Risk
cust_4128,50,Suburban,Low,Daily,2262706.204548651,239617.80502342925,10,1364,10,11,Wallet Balance,Low Risk
cust_4129,33,Suburban,Low,Daily,1131023.441151767,126333.80761394084,6,2138,41,4,Credit Card,Medium Risk
cust_4130,55,Suburban,Low,Monthly,2564191.583538095,263431.56019792845,4,288,28,10,Debit Card,Medium Risk
cust_4131,37,Suburban,Middle,Monthly,1585948.487187062,165006.90935305523,1,3344,7,0,UPI,Medium Risk
cust_4132,39,Suburban,High,Weekly,118480.89936424461,30551.79570636963,6,4686,36,4,Debit Card,Medium Risk
cust_4133,34,Urban,Low,Weekly,7822900.877807507,796065.3387722168,9,2630,9,13,Wallet Balance,Low Risk
cust_4134,52,Rural,Low,Weekly,3889390.4528406304,399863.02959656145,1,4643,9,1,UPI,High Risk
cust_4135,54,Urban,High,Weekly,15421993.51142532,1556373.6964220705,6,4653,0,9,UPI,Medium Risk
cust_4136,36,Rural,Middle,Weekly,1615032.0893039394,169648.43895321238,4,223,44,0,UPI,High Risk
cust_4137,23,Rural,Middle,Monthly,4787207.702551316,494962.5283602333,9,3650,22,12,Debit Card,Medium Risk
cust_4138,43,Rural,Low,Monthly,5022205.310420129,518423.79155433556,9,2818,17,3,Wallet Balance,Medium Risk
cust_4139,20,Rural,Middle,Daily,3254536.0771588045,336070.7636413799,7,1521,22,2,UPI,Low Risk
cust_4140,32,Rural,High,Daily,11332387.82137862,1136208.6540554678,1,1654,4,11,Credit Card,Medium Risk
cust_4141,52,Suburban,Middle,Monthly,1219299.6250347425,134663.50724752125,3,3628,47,11,UPI,Medium Risk
cust_4142,51,Urban,High,Monthly,3459174.4132372285,357967.117682945,1,4772,37,15,UPI,Medium Risk
cust_4143,69,Urban,Low,Daily,4007010.5415934683,413974.4134428279,5,3858,30,13,UPI,Medium Risk
cust_4144,34,Suburban,High,Daily,8121924.938590488,826841.7204731812,7,2092,41,7,Credit Card,Low Risk
cust_4145,42,Rural,Low,Weekly,8376962.132089023,854735.1497685328,5,4463,38,12,Credit Card,Medium Risk
cust_4146,68,Urban,High,Daily,5009928.915549869,506371.65973479283,3,736,19,15,Wallet Balance,Medium Risk
cust_4147,49,Suburban,High,Monthly,516923.3194109839,58438.38948950721,5,145,28,14,Debit Card,Medium Risk
cust_4148,26,Suburban,Middle,Weekly,2522794.467565803,269855.59196007706,9,2397,47,13,UPI,Low Risk
cust_4149,69,Urban,High,Weekly,9953030.955926633,1009440.3545663011,3,4894,32,4,Debit Card,High Risk
cust_4150,60,Urban,Low,Weekly,97874.6270919237,30520.100079418236,10,3477,38,5,Debit Card,Low Risk
cust_4151,62,Rural,High,Weekly,13656078.539690096,1376729.718180064,6,1033,31,16,UPI,Medium Risk
cust_4152,27,Rural,Low,Monthly,6919696.8476187745,699141.5428623002,2,2281,24,8,UPI,Medium Risk
cust_4153,69,Urban,Low,Monthly,2460044.6761778817,261334.6645614113,4,4619,43,17,Credit Card,Medium Risk
cust_4154,36,Rural,High,Daily,1866133.8697552085,197726.0183411904,7,1727,26,11,Wallet Balance,Low Risk
cust_4155,69,Suburban,Middle,Daily,5644429.546915226,581350.2256579531,9,3000,22,12,Credit Card,Low Risk
cust_4156,26,Rural,High,Monthly,2618605.212601146,268893.086192785,4,385,46,16,Debit Card,Medium Risk
cust_4157,54,Rural,High,Monthly,1846770.1513385787,198112.23358759063,10,2320,1,6,UPI,Medium Risk
cust_4158,43,Suburban,Middle,Daily,616538.1908415402,75736.08120394035,3,4019,49,20,Debit Card,Medium Risk
cust_4159,20,Rural,Low,Monthly,6976058.614780918,714281.2459839338,7,4939,3,19,Credit Card,Medium Risk
cust_4160,32,Suburban,High,Monthly,12605392.958475169,1268315.3067701815,2,2374,24,7,Debit Card,Medium Risk
cust_4161,35,Rural,Middle,Weekly,3312535.095381479,339854.35752853885,4,513,44,0,UPI,High Risk
cust_4162,56,Urban,Middle,Monthly,1669357.9467362273,171750.8927398009,5,26,22,11,Wallet Balance,Medium Risk
cust_4163,61,Rural,Low,Weekly,608975.9506289504,68040.10471336328,3,664,40,18,Debit Card,High Risk
cust_4164,27,Urban,Middle,Monthly,3387464.580192236,349731.5155552119,5,2187,35,7,Wallet Balance,Medium Risk
cust_4165,21,Urban,Low,Daily,2093081.2095528473,221768.0411143856,2,3984,40,11,Debit Card,Medium Risk
cust_4166,32,Urban,High,Monthly,13235281.962806698,1336572.4494088625,8,1540,22,5,UPI,Medium Risk
cust_4167,66,Urban,Middle,Monthly,14467823.190977788,1457134.9997092597,5,1755,32,20,UPI,Medium Risk
cust_4168,34,Urban,High,Daily,14709754.130048985,1488570.8733362285,8,4123,27,5,Wallet Balance,Low Risk
cust_4169,41,Suburban,Middle,Daily,9226189.772214275,932193.7038484861,3,3832,7,6,UPI,Medium Risk
cust_4170,63,Suburban,Middle,Daily,8663046.579780651,875961.8879365464,2,2631,32,8,Wallet Balance,Medium Risk
cust_4171,59,Suburban,High,Monthly,13690255.130012538,1379287.8827155882,9,307,28,11,Credit Card,Medium Risk
cust_4172,59,Urban,Middle,Daily,6133172.018497663,628398.693098026,5,3469,47,5,Wallet Balance,Medium Risk
cust_4173,67,Rural,High,Monthly,504184.0037572031,68178.04709058582,8,4229,14,5,Debit Card,Medium Risk
cust_4174,47,Suburban,High,Daily,1375011.4618113618,152800.05670997483,10,2833,14,8,Wallet Balance,Low Risk
cust_4175,21,Rural,Low,Monthly,2807487.1524115065,293809.297966046,5,3364,36,6,Wallet Balance,Medium Risk
cust_4176,51,Rural,High,Daily,12642070.636871776,1274285.195948914,6,1993,18,3,Debit Card,Medium Risk
cust_4177,53,Urban,Low,Daily,2557710.576497643,262427.0643887777,2,703,42,20,UPI,Medium Risk
cust_4178,26,Urban,High,Weekly,10109770.109353757,1016208.3888588602,1,354,50,12,UPI,High Risk
cust_4179,48,Urban,Middle,Monthly,10887075.091712838,1093371.013493735,2,546,20,9,Credit Card,Medium Risk
cust_4180,39,Suburban,High,Daily,3586003.489383835,362715.21025448584,2,109,34,9,UPI,Medium Risk
cust_4181,38,Urban,Middle,Monthly,1123743.717429649,125617.8898816276,9,1498,25,20,Credit Card,Medium Risk
cust_4182,30,Suburban,Low,Daily,1109925.7565461237,127969.18143346808,7,3671,27,3,Credit Card,Low Risk
cust_4183,42,Suburban,Middle,Monthly,2813255.243207039,288744.799605165,5,562,21,20,Credit Card,Medium Risk
cust_4184,26,Suburban,High,Monthly,4750311.755548745,493419.0574321205,9,3183,35,17,UPI,Medium Risk
cust_4185,66,Suburban,Middle,Monthly,15259487.473677576,1537646.117550852,8,1587,15,7,Debit Card,Medium Risk
cust_4186,65,Urban,Low,Weekly,538687.1680762406,65294.13573428669,10,465,11,14,UPI,Low Risk
cust_4187,32,Suburban,Middle,Monthly,1007852.6841776338,108751.64667308709,7,176,27,8,Debit Card,Medium Risk
cust_4188,66,Urban,Middle,Daily,361131.0136023467,46364.89263773122,5,3198,6,3,UPI,Medium Risk
cust_4189,68,Urban,High,Weekly,9096330.757098304,927142.7888557358,8,4080,32,6,Credit Card,Low Risk
cust_4190,29,Suburban,High,Monthly,10342075.904409138,1051459.4221655056,10,2927,23,0,Debit Card,Medium Risk
cust_4191,42,Urban,Middle,Daily,2728094.299359325,280588.814023029,5,894,10,16,UPI,Medium Risk
cust_4192,33,Rural,Low,Monthly,2458704.8312903475,254686.59889853376,5,1482,14,2,UPI,Medium Risk
cust_4193,43,Urban,Middle,Weekly,11007486.324948857,1113900.3869838058,5,4120,18,20,Wallet Balance,Medium Risk
cust_4194,66,Urban,Low,Daily,5913068.612812254,595615.7692629733,2,1208,14,18,Debit Card,Medium Risk
cust_4195,62,Suburban,Low,Daily,543193.0137708819,63624.85596293062,9,426,8,17,Credit Card,Low Risk
cust_4196,62,Suburban,Low,Daily,5996038.6734779375,613156.5675091068,10,1527,12,14,Credit Card,Low Risk
cust_4197,19,Urban,Middle,Weekly,12230666.69766392,1239365.3139490911,6,2794,49,9,Debit Card,Medium Risk
cust_4198,22,Suburban,Low,Daily,7934378.453541659,802643.6791785825,2,3184,28,14,UPI,Medium Risk
cust_4199,60,Rural,Middle,Monthly,1474257.2813600404,154641.08921601734,1,1906,25,6,Credit Card,Medium Risk
cust_4200,50,Rural,Low,Monthly,7059.354182423218,11996.09424608584,4,2619,22,5,UPI,Medium Risk
cust_4201,63,Suburban,Low,Daily,23643.3769635283,12372.999607275226,4,2573,16,13,Wallet Balance,Medium Risk
cust_4202,24,Urban,Middle,Weekly,4807243.6414188,484864.02994838596,5,86,4,17,Credit Card,Medium Risk
cust_4203,23,Rural,High,Daily,8122185.418619744,822371.9755705007,4,3567,15,17,UPI,Medium Risk
cust_4204,67,Rural,High,Daily,43809.549456146844,9738.351007134283,1,392,38,5,Credit Card,Medium Risk
cust_4205,60,Urban,Middle,Daily,2648692.9104616386,270096.36404798814,2,755,29,12,UPI,Medium Risk
cust_4206,32,Suburban,Middle,Monthly,14399265.088755198,1455048.1256178694,6,4313,20,10,Wallet Balance,Medium Risk
cust_4207,32,Rural,High,Monthly,88025.17893991357,20032.754792867225,10,1444,4,8,Wallet Balance,Medium Risk
cust_4208,64,Urban,High,Weekly,149356.90458477184,26275.65567068954,9,782,25,11,Wallet Balance,Low Risk
cust_4209,48,Urban,High,Weekly,219964.74364848668,41459.120415819256,8,4641,42,18,UPI,Low Risk
cust_4210,47,Rural,Middle,Weekly,15138872.909729151,1528427.1184551194,7,2073,47,18,Credit Card,Low Risk
cust_4211,23,Suburban,Low,Monthly,6911892.7663456425,700984.3496258043,7,490,29,20,Credit Card,Medium Risk
cust_4212,34,Rural,Middle,Monthly,8748101.960110595,884341.3752178712,1,3989,21,15,UPI,Medium Risk
cust_4213,53,Urban,High,Monthly,4039622.909593972,418046.11393569387,5,3468,44,2,Wallet Balance,Medium Risk
cust_4214,18,Rural,Low,Monthly,11070096.088817112,1111828.4909763085,4,1048,1,6,Wallet Balance,Medium Risk
cust_4215,20,Suburban,Middle,Weekly,10396.76320491005,9221.693522511678,5,198,43,9,Debit Card,Medium Risk
cust_4216,28,Urban,High,Monthly,4556725.92624907,462667.65224187577,6,370,11,18,UPI,Medium Risk
cust_4217,62,Suburban,Middle,Weekly,1417580.2241494833,158739.71880107367,6,4186,41,5,Wallet Balance,Medium Risk
cust_4218,61,Rural,Low,Monthly,2569499.5071726535,268776.54041022423,10,398,26,8,Debit Card,Medium Risk
cust_4219,46,Rural,High,Daily,1420274.1692236452,148561.8532072689,5,459,25,17,Wallet Balance,Medium Risk
cust_4220,31,Suburban,Middle,Weekly,6622830.424254037,673460.6006878713,3,2604,44,11,Credit Card,High Risk
cust_4221,65,Rural,Low,Weekly,10118892.723917697,1025187.3966551069,3,3246,43,4,Debit Card,High Risk
cust_4222,47,Suburban,Low,Monthly,1797094.1643674916,197990.60122610966,8,4668,24,4,UPI,Medium Risk
cust_4223,37,Rural,Middle,Weekly,12995512.417710152,1311192.5632483244,8,1293,18,5,Credit Card,Low Risk
cust_4224,44,Suburban,Low,Daily,11910786.831255483,1209178.371887944,8,2759,48,17,Credit Card,Low Risk
cust_4225,37,Suburban,High,Weekly,747609.3027194546,87079.34744329582,7,2391,26,5,Debit Card,Low Risk
cust_4226,58,Urban,Low,Weekly,2905629.671662126,307415.7868841498,5,3659,47,0,Credit Card,Medium Risk
cust_4227,18,Urban,Middle,Daily,1519987.595453245,160415.50145775918,6,1198,16,10,Debit Card,Medium Risk
cust_4228,69,Suburban,High,Monthly,2086687.9985772732,213635.56332522864,6,469,5,15,UPI,Medium Risk
cust_4229,25,Rural,Low,Monthly,1671449.659749411,187993.9180462586,9,4934,22,6,Wallet Balance,Medium Risk
cust_4230,57,Rural,Low,Daily,518962.4320859049,61973.913598708205,5,1964,17,16,Credit Card,Medium Risk
cust_4231,36,Rural,High,Weekly,2567088.465558308,271176.83602424467,7,2585,42,17,UPI,Low Risk
cust_4232,31,Suburban,High,Monthly,503378.87972751394,67949.65264354297,9,2277,43,3,Wallet Balance,Medium Risk
cust_4233,27,Suburban,Low,Monthly,14709096.773571717,1486085.864793445,9,1729,48,4,Debit Card,Medium Risk
cust_4234,17,Suburban,High,Monthly,406606.7117195866,44105.99586606684,1,1173,1,0,Debit Card,Medium Risk
cust_4235,56,Suburban,Middle,Daily,11979605.472414242,1212483.6788900446,7,2674,44,0,UPI,Low Risk
cust_4236,39,Urban,Low,Daily,682376.8416740588,79200.62628661151,9,165,18,4,Wallet Balance,Low Risk
cust_4237,50,Suburban,Middle,Weekly,8117197.880508733,823872.8384293935,4,2729,50,18,Debit Card,High Risk
cust_4238,45,Rural,Low,Daily,15991515.418221664,1603672.1637395397,3,1691,3,12,Wallet Balance,Medium Risk
cust_4239,45,Urban,Middle,Daily,8387857.596013313,846880.8518041386,1,2622,32,4,Debit Card,Medium Risk
cust_4240,62,Rural,Middle,Daily,14435233.170205504,1460554.4454495565,7,4338,33,17,Wallet Balance,Low Risk
cust_4241,50,Suburban,High,Monthly,12181048.32754477,1233847.6406347647,8,2415,31,2,UPI,Medium Risk
cust_4242,34,Urban,Low,Daily,13113753.58021123,1322989.4883912664,9,626,17,2,UPI,Low Risk
cust_4243,65,Suburban,High,Daily,2653445.66926474,276331.34856759233,3,2305,43,8,Credit Card,Medium Risk
cust_4244,23,Urban,High,Monthly,794253.6712158896,88693.72065137663,3,3406,8,19,Credit Card,Medium Risk
cust_4245,41,Rural,Low,Daily,5148035.075692035,519494.9719197701,1,1131,36,13,UPI,Medium Risk
cust_4246,64,Suburban,Middle,Daily,15174856.884518595,1533738.987333081,5,3955,47,2,Credit Card,Medium Risk
cust_4247,55,Suburban,Low,Monthly,6657152.408194129,678840.2278631866,8,1644,35,20,Debit Card,Medium Risk
cust_4248,22,Urban,Low,Weekly,11024900.982962234,1112578.387245656,7,2294,2,13,Credit Card,Low Risk
cust_4249,45,Urban,Low,Daily,9170578.452686459,932109.9249496808,7,4273,17,16,Credit Card,Low Risk
cust_4250,22,Suburban,High,Weekly,3778183.405807806,390210.4537210967,4,3217,39,3,Wallet Balance,High Risk
cust_4251,18,Urban,Low,Weekly,9053097.34740116,910437.1589939146,1,2085,24,17,Debit Card,High Risk
cust_4252,16,Suburban,Low,Weekly,10248096.519996837,1040833.6204042133,7,4487,1,15,UPI,Low Risk
cust_4253,51,Urban,Low,Monthly,662778.5652991841,82432.28483852652,3,4687,43,1,Debit Card,Medium Risk
cust_4254,40,Rural,Middle,Weekly,448733.9075234219,53229.27641376259,5,2841,0,1,Wallet Balance,Medium Risk
cust_4255,52,Urban,Middle,Monthly,11314872.241349963,1142666.673583239,9,930,23,11,Credit Card,Medium Risk
cust_4256,16,Rural,Middle,Daily,1529901.9217682183,166053.78531173448,3,4216,23,15,Debit Card,Medium Risk
cust_4257,30,Urban,Middle,Weekly,7227013.254355871,727837.708797786,2,336,49,9,Wallet Balance,High Risk
cust_4258,52,Urban,High,Weekly,789268.7340599184,96314.17083790505,10,2731,41,1,UPI,Low Risk
cust_4259,28,Suburban,High,Weekly,2595576.209952807,275659.97792920755,8,2182,39,15,Credit Card,Low Risk
cust_4260,55,Urban,Low,Daily,3620987.4562227926,364888.47100990044,2,1259,3,3,Wallet Balance,Medium Risk
cust_4261,23,Urban,High,Daily,160511.69223715313,27105.950190338634,6,1058,49,9,Wallet Balance,Medium Risk
cust_4262,20,Rural,Middle,Monthly,2569190.3271716093,272662.1500884679,6,3448,34,16,Wallet Balance,Medium Risk
cust_4263,24,Urban,Low,Monthly,2606030.2583628567,269161.9095585654,2,2416,34,3,UPI,Medium Risk
cust_4264,16,Suburban,Low,Monthly,1381640.4986374178,141944.48506616347,5,53,11,5,UPI,Medium Risk
cust_4265,51,Rural,Middle,Monthly,5476587.78747291,554273.1067561691,1,1152,50,2,Wallet Balance,Medium Risk
cust_4266,50,Suburban,Middle,Monthly,1726630.6160246432,191180.6486287152,7,4376,48,8,Debit Card,Medium Risk
cust_4267,17,Suburban,Middle,Monthly,8970600.637158766,909699.5974164744,2,4344,22,4,UPI,Medium Risk
cust_4268,55,Suburban,High,Daily,2966284.1789745833,312221.7709240822,9,1806,48,8,Debit Card,Low Risk
cust_4269,38,Suburban,Low,Weekly,5871891.984112991,590949.3116270296,1,586,21,12,Debit Card,High Risk
cust_4270,24,Rural,Middle,Weekly,3562783.238852773,371502.68845414335,4,4452,25,1,Wallet Balance,High Risk
cust_4271,49,Urban,Low,Weekly,162421.94539728944,22134.000978581367,6,486,3,2,Wallet Balance,Medium Risk
cust_4272,61,Suburban,Low,Daily,8438912.87196081,849030.7594145875,3,1708,6,6,Credit Card,Medium Risk
cust_4273,29,Rural,High,Daily,1144826.4594087661,129327.78377726403,6,4006,22,20,UPI,Medium Risk
cust_4274,19,Suburban,Low,Monthly,641440.561827541,78069.06399781299,4,4627,30,11,UPI,Medium Risk
cust_4275,45,Urban,Middle,Monthly,8102466.299959988,817167.4641320837,2,3030,6,17,UPI,Medium Risk
cust_4276,46,Rural,Middle,Weekly,16039075.928549904,1624317.655795002,10,4302,21,8,Wallet Balance,Low Risk
cust_4277,53,Rural,Low,Weekly,990184.941803528,109262.19869533094,5,1890,38,12,UPI,Medium Risk
cust_4278,26,Urban,Low,Daily,545925.4745729782,76870.32750116091,10,4380,39,10,Wallet Balance,Low Risk
cust_4279,50,Rural,High,Daily,12481926.722504249,1259719.0336414315,8,1811,18,12,UPI,Low Risk
cust_4280,23,Urban,Middle,Weekly,3204184.506584672,326821.09146020946,2,937,29,7,Debit Card,High Risk
cust_4281,18,Rural,Middle,Daily,4216726.421994775,431416.19150997885,6,1870,25,20,Wallet Balance,Medium Risk
cust_4282,29,Rural,Low,Weekly,455168.7075736668,60748.40198705023,8,2031,40,14,Credit Card,Low Risk
cust_4283,28,Urban,Low,Weekly,3442807.5577923083,356882.93247407733,6,2871,21,13,Credit Card,Medium Risk
cust_4284,60,Urban,Low,Weekly,3357547.8962291405,342151.69585545216,5,882,8,16,UPI,Medium Risk
cust_4285,47,Rural,Middle,Weekly,3958198.3405987825,407081.0910476891,3,2008,45,12,Debit Card,High Risk
cust_4286,49,Rural,Low,Weekly,8063109.888193477,823147.9513193612,8,3636,28,10,Debit Card,Low Risk
cust_4287,60,Urban,High,Weekly,346505.0347823442,52490.738492483,10,2557,31,9,UPI,Low Risk
cust_4288,34,Urban,High,Weekly,8091063.568560613,820643.4048115059,2,4921,17,16,Credit Card,High Risk
cust_4289,53,Rural,Low,Monthly,3376316.9660187634,355961.91301835247,10,3863,30,11,UPI,Medium Risk
cust_4290,31,Rural,High,Daily,4349044.362169746,445104.290113561,9,60,31,1,Debit Card,Low Risk
cust_4291,17,Rural,High,Daily,9781846.993582115,990179.0393696969,8,2136,8,0,UPI,Low Risk
cust_4292,55,Urban,High,Weekly,2359552.7868018043,248883.35018779445,6,2017,29,14,UPI,Medium Risk
cust_4293,32,Rural,High,Daily,10482729.328549432,1067079.3242032947,9,3149,36,18,UPI,Low Risk
cust_4294,49,Suburban,High,Monthly,1065151.2774849792,121999.53988615249,6,3811,31,17,Debit Card,Medium Risk
cust_4295,57,Urban,Middle,Daily,118354.0286128591,18974.684607935138,8,69,7,2,Credit Card,Low Risk
cust_4296,31,Rural,Low,Monthly,2662316.9105729093,281042.90589439735,5,4780,23,8,Wallet Balance,Medium Risk
cust_4297,53,Urban,High,Monthly,4098776.0959322196,421020.78081602085,7,2671,3,12,UPI,Medium Risk
cust_4298,17,Suburban,Low,Weekly,4612889.294678223,468533.1466522136,2,1595,45,10,Wallet Balance,High Risk
cust_4299,17,Urban,High,Daily,3174632.8987627462,321336.8447955426,1,1254,16,18,Wallet Balance,Medium Risk
cust_4300,41,Rural,Middle,Daily,198764.9793120055,33402.42593130735,8,2513,20,15,Credit Card,Low Risk
